ScannerAge,OperatingHours,ScansPerformed,DaysSinceMaintenance,TubeWear,HeatLoad,TubeArcs,FilamentCurrent,FocalSpotDrift,GantryVibration,BearingTemperature,DetectorTemperature,DetectorDropouts,SNR,CoolantFlow,CoolantTemperature,ChillerCycles,Voltage,UPSHealth,WarningCodes,ErrorCodes,HealthScore,RULDays,FailureProbability,ComponentAtRisk
9.9,22873.0,89216.0,62,98.0,89.3,22,5.63,0.99,0.59,47.7,30.9,0,24.5,4.9,36.5,101,405.5,63.1,17,4,5.0,14.0,0.96,X-Ray Tube Anode
7.6,14525.0,48129.0,157,58.1,62.3,13,5.07,0.58,0.42,47.3,30.1,0,26.0,4.6,36.0,98,405.8,68.2,10,1,24.2,79.0,0.76,X-Ray Tube Anode
4.0,7578.0,24942.0,38,35.2,35.7,6,4.78,0.42,0.43,46.2,27.6,1,28.8,6.2,23.5,74,396.3,90.6,6,1,43.4,146.0,0.56,Coolant Loop Unit
7.7,14178.0,38446.0,125,53.6,52.6,10,4.96,0.57,0.53,44.5,29.1,2,25.2,6.6,34.1,100,402.9,76.5,12,2,21.8,74.0,0.79,X-Ray Tube Anode
6.6,15135.0,37855.0,84,52.2,59.3,10,4.9,0.58,0.38,40.0,30.1,0,25.8,5.7,38.2,107,393.1,69.2,8,0,36.6,116.0,0.59,X-Ray Tube Anode
5.4,13231.0,49155.0,161,46.0,59.4,7,4.57,0.47,0.42,41.9,26.2,2,28.7,4.9,34.8,92,401.3,80.7,5,2,36.9,125.0,0.61,Coolant Loop Unit
2.0,4209.0,11076.0,29,5.0,31.8,1,4.35,0.15,0.17,38.6,25.1,1,31.5,6.7,29.7,89,393.5,87.7,1,1,73.1,248.0,0.28,Coolant Loop Unit
10.7,20145.0,69515.0,114,70.5,69.3,12,5.06,0.69,0.58,43.9,30.0,0,26.6,5.2,35.5,102,396.1,61.0,13,0,15.7,50.0,0.83,X-Ray Tube Anode
5.7,12245.0,47412.0,79,37.2,46.9,8,4.84,0.44,0.3,41.8,29.8,1,28.9,6.0,32.7,90,406.9,79.7,7,1,44.5,147.0,0.55,Coolant Loop Unit
2.7,5597.0,15745.0,23,14.1,36.5,4,4.49,0.29,0.23,39.8,25.5,1,31.5,7.4,28.4,81,409.5,91.1,4,0,61.2,209.0,0.4,Coolant Loop Unit
4.7,9753.0,34117.0,106,30.3,41.9,5,4.65,0.39,0.38,35.7,23.6,1,31.4,5.8,29.4,87,388.9,77.3,8,1,46.0,159.0,0.52,Coolant Loop Unit
5.3,11761.0,30792.0,131,50.2,55.5,8,4.55,0.57,0.3,37.3,27.2,0,28.3,5.6,33.3,92,398.8,85.3,7,2,39.8,136.0,0.59,X-Ray Tube Anode
10.0,23069.0,78566.0,101,95.1,94.7,19,5.33,1.0,0.82,44.4,32.4,0,22.7,4.5,44.8,121,405.4,60.9,18,4,5.0,18.0,0.94,X-Ray Tube Anode
8.9,16778.0,46070.0,173,70.3,75.0,14,4.96,0.66,0.62,47.6,27.8,1,24.9,4.8,39.4,108,391.7,66.1,12,2,6.0,20.0,0.94,X-Ray Tube Anode
9.3,17057.0,61474.0,8,77.6,82.5,15,5.17,0.88,0.55,50.3,33.4,0,26.5,5.6,40.7,110,396.8,66.8,13,4,5.0,17.0,0.92,X-Ray Tube Anode
0.6,1565.0,4619.0,86,5.6,18.3,0,4.21,0.1,0.01,29.5,21.8,1,33.9,7.4,26.5,80,404.4,95.1,4,0,76.7,264.0,0.24,Coolant Loop Unit
5.3,10375.0,33151.0,117,35.3,45.2,7,4.58,0.46,0.36,38.9,28.1,3,29.2,6.1,34.2,97,395.7,82.0,5,0,44.6,160.0,0.55,Coolant Loop Unit
6.0,11091.0,37701.0,29,62.1,70.3,15,5.01,0.7,0.37,42.6,28.8,2,25.2,6.3,38.0,103,389.4,79.0,10,0,24.7,91.0,0.76,X-Ray Tube Anode
0.7,1393.0,3841.0,2,12.8,21.2,1,4.29,0.17,0.13,34.6,26.8,2,34.5,8.0,26.5,76,397.3,98.1,0,1,69.8,232.0,0.29,Coolant Loop Unit
3.5,6373.0,23023.0,113,26.7,44.6,5,4.54,0.39,0.35,39.4,26.9,2,28.7,6.0,28.0,86,398.3,87.7,9,0,48.7,155.0,0.51,Coolant Loop Unit
9.2,19173.0,56637.0,178,77.4,67.8,17,4.9,0.82,0.55,48.7,29.4,1,25.0,5.4,38.2,107,412.5,62.5,18,4,5.0,20.0,0.97,X-Ray Tube Anode
2.1,4905.0,17135.0,65,21.9,41.5,4,4.34,0.39,0.34,41.1,27.8,3,30.0,6.4,30.8,83,418.8,93.1,4,1,53.9,183.0,0.47,Coolant Loop Unit
6.7,13571.0,37149.0,108,52.7,59.1,10,4.93,0.58,0.44,40.3,27.6,2,25.5,6.2,32.7,95,402.7,80.0,6,1,35.4,120.0,0.67,X-Ray Tube Anode
3.0,6280.0,22181.0,20,26.1,32.2,5,4.33,0.33,0.19,33.0,26.7,3,30.5,7.7,29.7,89,400.8,86.7,4,1,55.0,189.0,0.43,Coolant Loop Unit
0.6,1453.0,3913.0,37,9.8,26.3,2,4.5,0.16,0.28,47.8,24.4,0,32.4,7.5,27.3,81,391.1,96.6,1,1,65.4,221.0,0.36,Coolant Loop Unit
3.3,7059.0,22152.0,72,22.4,39.3,5,4.62,0.21,0.3,45.1,25.8,0,28.8,6.6,29.3,85,388.8,90.5,6,0,54.4,177.0,0.44,Coolant Loop Unit
11.7,28169.0,80869.0,27,98.0,91.3,20,5.34,0.97,0.76,50.5,32.8,1,23.4,5.0,41.4,111,409.3,60.9,17,5,5.0,11.0,0.9,X-Ray Tube Anode
9.7,23383.0,84706.0,175,76.9,72.4,20,5.57,0.78,0.68,50.2,29.1,0,23.7,4.8,35.3,99,388.2,62.8,17,5,5.0,12.0,0.97,X-Ray Tube Anode
11.5,20843.0,60301.0,123,90.5,91.3,19,5.47,0.93,0.66,48.0,32.7,2,22.5,4.6,41.2,113,405.3,56.0,15,4,5.0,20.0,0.97,X-Ray Tube Anode
6.1,14326.0,54764.0,134,44.6,51.6,10,4.59,0.43,0.42,45.8,28.7,1,26.6,5.7,35.5,97,419.1,77.6,10,2,27.6,103.0,0.75,X-Ray Tube Anode
1.8,3740.0,14352.0,45,18.7,33.2,3,4.54,0.26,0.16,36.0,22.5,0,32.7,7.2,25.5,77,391.8,93.8,2,3,61.7,207.0,0.35,Coolant Loop Unit
6.8,16951.0,47371.0,172,58.6,52.2,11,4.91,0.66,0.44,43.0,29.9,0,27.1,5.7,34.6,98,384.7,77.6,6,1,36.7,138.0,0.64,X-Ray Tube Anode
5.7,12242.0,41878.0,83,39.9,56.3,7,4.56,0.49,0.24,41.7,30.0,3,26.1,5.6,34.2,100,403.8,72.7,4,2,43.0,137.0,0.57,Coolant Loop Unit
10.2,25432.0,66925.0,146,96.0,80.7,20,5.19,0.87,0.74,55.6,28.9,0,22.8,4.4,36.7,106,410.3,62.6,20,6,5.0,14.0,0.97,X-Ray Tube Anode
1.6,3790.0,11701.0,120,16.7,32.3,2,4.55,0.29,0.16,40.8,22.9,1,30.9,5.9,26.6,79,392.1,93.4,1,0,71.0,242.0,0.26,Coolant Loop Unit
6.1,12071.0,43092.0,65,38.0,52.7,12,4.57,0.43,0.41,47.8,29.6,1,29.1,6.4,29.9,86,407.7,72.6,8,2,29.6,88.0,0.7,X-Ray Tube Anode
2.2,4845.0,16904.0,25,14.4,24.4,3,4.36,0.22,0.13,37.0,26.1,0,29.9,8.1,24.7,73,410.0,91.8,2,2,67.3,236.0,0.33,Coolant Loop Unit
4.2,10561.0,36299.0,27,42.0,50.0,6,4.57,0.36,0.22,38.1,28.9,0,27.8,6.1,33.2,91,403.1,82.0,9,0,47.6,158.0,0.54,Coolant Loop Unit
9.0,21553.0,63018.0,135,76.5,68.4,15,5.01,0.86,0.55,41.2,28.1,1,25.1,4.9,36.9,108,396.8,70.6,15,5,5.0,17.0,0.96,X-Ray Tube Anode
6.0,11161.0,34230.0,172,56.1,64.4,13,4.85,0.61,0.43,44.7,32.5,0,25.3,4.4,39.8,106,406.5,77.1,9,1,24.6,86.0,0.75,X-Ray Tube Anode
4.8,11066.0,29373.0,106,30.5,42.6,7,4.62,0.3,0.29,42.6,26.0,1,32.3,6.0,31.8,90,395.8,81.8,5,0,52.7,171.0,0.47,Coolant Loop Unit
5.0,10284.0,36802.0,157,39.4,54.7,5,4.28,0.47,0.29,40.5,28.9,1,27.2,4.6,33.2,88,399.6,77.6,5,1,43.6,160.0,0.56,Coolant Loop Unit
5.8,10439.0,33987.0,44,51.9,64.2,9,4.83,0.58,0.3,39.3,30.1,0,26.5,6.5,35.6,110,397.1,82.6,6,1,40.1,137.0,0.61,X-Ray Tube Anode
9.5,19841.0,70696.0,107,68.8,71.1,12,4.91,0.78,0.53,50.4,32.9,1,25.2,5.6,35.6,100,402.2,68.5,12,3,7.4,23.0,0.91,X-Ray Tube Anode
10.8,21134.0,60727.0,36,83.7,83.1,18,5.41,0.84,0.56,49.2,32.2,1,23.0,5.6,39.5,107,401.4,61.5,14,3,5.0,11.0,0.95,X-Ray Tube Anode
11.5,27260.0,81415.0,147,98.0,89.6,22,5.8,0.98,0.71,54.5,33.4,1,21.3,4.8,43.8,123,399.8,58.0,18,4,5.0,18.0,0.95,X-Ray Tube Anode
9.5,19444.0,58357.0,6,71.3,67.6,14,5.0,0.71,0.68,47.1,30.0,3,25.8,6.6,35.4,96,398.1,68.2,12,0,12.9,36.0,0.83,X-Ray Tube Anode
4.1,9820.0,24928.0,153,38.7,50.0,5,4.41,0.48,0.37,40.9,26.2,2,30.2,5.6,29.1,88,404.8,86.6,3,2,45.4,155.0,0.51,Coolant Loop Unit
8.4,15148.0,45619.0,159,65.1,73.7,13,5.0,0.65,0.55,50.8,27.4,2,28.5,4.3,40.0,109,394.2,67.3,12,0,11.1,45.0,0.86,X-Ray Tube Anode
5.5,11150.0,41312.0,9,40.9,46.9,9,4.66,0.42,0.46,45.1,27.7,3,28.1,6.6,29.5,90,393.5,77.2,6,1,37.4,133.0,0.62,X-Ray Tube Anode
3.4,6751.0,25962.0,165,33.1,39.5,5,4.89,0.39,0.04,34.2,24.6,0,28.8,5.8,27.4,88,409.1,84.3,4,2,55.0,184.0,0.46,Coolant Loop Unit
10.2,19969.0,65444.0,155,83.0,75.9,18,5.45,0.79,0.61,46.9,31.6,0,22.7,4.5,37.3,108,407.4,63.2,20,6,5.0,16.0,0.94,X-Ray Tube Anode
0.9,1740.0,5540.0,13,5.0,22.2,4,4.39,0.23,0.05,36.1,24.9,2,34.2,8.4,21.8,68,394.5,94.6,4,1,70.5,242.0,0.26,Coolant Loop Unit
10.9,20990.0,53446.0,41,93.0,76.6,22,5.23,1.03,0.7,53.4,31.4,0,23.6,5.8,38.9,107,394.0,64.5,21,3,5.0,23.0,0.97,X-Ray Tube Anode
5.8,12711.0,48540.0,128,44.9,51.4,10,4.84,0.48,0.33,41.8,26.6,0,27.2,5.8,31.6,91,394.4,81.9,7,1,39.8,143.0,0.61,X-Ray Tube Anode
7.8,15687.0,39523.0,66,69.6,68.6,15,5.07,0.66,0.38,45.8,31.8,1,23.9,6.1,36.6,105,385.2,71.2,10,0,25.6,95.0,0.74,X-Ray Tube Anode
8.1,16910.0,66239.0,85,61.9,65.1,11,4.98,0.67,0.39,44.9,30.5,0,24.2,5.8,34.9,96,407.6,72.6,9,0,31.8,103.0,0.69,X-Ray Tube Anode
10.8,22276.0,72038.0,24,86.6,77.9,18,5.01,0.86,0.62,46.0,29.6,1,24.1,5.7,39.9,110,402.9,64.2,17,3,5.0,21.0,0.93,X-Ray Tube Anode
7.8,18875.0,56868.0,44,74.2,74.2,14,5.25,0.83,0.63,46.1,34.0,0,24.6,6.4,36.9,102,392.8,78.5,13,1,11.3,32.0,0.91,X-Ray Tube Anode
7.6,18399.0,71506.0,106,76.3,81.0,16,5.13,0.75,0.56,46.0,31.4,2,26.8,5.2,36.8,105,405.7,74.9,18,5,5.0,15.0,0.96,X-Ray Tube Anode
1.3,2717.0,6891.0,98,5.0,32.6,4,4.24,0.17,0.03,31.6,23.9,1,34.1,6.4,24.3,67,407.1,96.4,3,3,65.2,216.0,0.35,Coolant Loop Unit
6.5,13124.0,44257.0,60,56.2,61.0,9,4.78,0.61,0.57,46.0,28.2,1,27.1,6.1,33.1,89,399.6,69.3,10,1,28.4,91.0,0.71,X-Ray Tube Anode
2.2,4175.0,13875.0,9,15.9,22.0,3,4.27,0.21,0.21,44.2,22.4,1,31.0,7.5,25.5,72,403.6,94.5,1,0,70.9,242.0,0.29,Coolant Loop Unit
9.0,22158.0,62685.0,130,90.9,93.0,19,5.34,0.93,0.7,50.4,35.2,2,22.9,4.1,42.2,117,403.4,67.9,16,3,5.0,14.0,0.96,X-Ray Tube Anode
6.4,11772.0,37005.0,56,51.1,59.9,11,4.55,0.6,0.47,43.0,30.8,2,24.0,6.4,34.3,95,399.9,74.5,9,1,27.7,96.0,0.69,X-Ray Tube Anode
8.3,16715.0,58141.0,158,70.0,65.7,13,5.16,0.73,0.36,48.8,31.0,1,23.9,4.9,37.4,109,400.2,67.5,9,0,26.1,83.0,0.72,X-Ray Tube Anode
1.0,1967.0,7063.0,22,5.0,16.4,1,4.1,0.15,0.03,32.9,24.8,2,33.1,7.5,19.2,65,402.9,96.7,2,1,76.2,262.0,0.23,Coolant Loop Unit
1.5,2986.0,7468.0,81,5.0,16.4,4,3.95,0.1,0.2,36.4,25.8,4,33.2,7.4,21.2,65,401.7,89.7,2,2,65.2,220.0,0.34,Detector Array
8.7,16733.0,65346.0,100,69.6,62.1,17,5.31,0.78,0.43,48.2,29.1,1,27.7,6.1,34.7,99,396.5,65.3,13,0,15.0,50.0,0.84,X-Ray Tube Anode
1.3,3121.0,8572.0,13,14.1,20.8,3,4.24,0.28,0.11,39.4,25.1,1,31.2,6.9,22.7,69,395.6,96.7,3,0,71.7,237.0,0.3,Coolant Loop Unit
1.3,2488.0,7092.0,71,5.0,31.5,1,4.15,0.12,0.11,37.0,24.6,0,34.2,6.6,27.4,77,412.8,97.6,1,1,73.1,254.0,0.26,Coolant Loop Unit
0.6,1435.0,4154.0,16,11.6,29.0,3,4.51,0.2,0.01,37.7,25.2,0,30.9,6.5,26.8,79,397.0,100.0,2,0,72.2,246.0,0.26,Coolant Loop Unit
11.5,21697.0,55472.0,45,84.7,83.3,19,5.49,0.93,0.6,49.1,32.7,1,22.7,4.1,42.1,115,389.8,55.5,17,4,5.0,20.0,0.94,X-Ray Tube Anode
9.0,16610.0,44591.0,65,73.5,78.0,15,4.85,0.71,0.57,43.9,26.7,0,26.6,5.5,40.9,111,409.4,65.4,19,0,8.7,23.0,0.94,X-Ray Tube Anode
4.6,11117.0,44239.0,139,54.1,63.7,12,4.71,0.62,0.4,36.7,28.7,1,28.8,4.8,36.2,100,399.7,83.6,8,1,31.5,110.0,0.69,X-Ray Tube Anode
3.9,7559.0,22471.0,70,32.5,50.4,7,4.46,0.36,0.34,40.8,28.3,1,30.3,6.6,31.2,91,399.4,88.3,6,0,47.9,163.0,0.51,Coolant Loop Unit
4.5,10738.0,28703.0,148,47.4,62.5,10,4.91,0.62,0.42,47.4,29.4,0,28.9,4.8,36.4,100,399.5,84.5,6,0,41.9,140.0,0.57,Coolant Loop Unit
9.4,20522.0,54599.0,99,77.2,72.8,16,5.37,0.8,0.63,47.6,30.1,0,25.6,5.6,35.4,104,410.0,66.7,15,4,5.0,24.0,0.91,X-Ray Tube Anode
8.1,15032.0,53803.0,101,67.3,76.1,15,4.85,0.77,0.48,46.9,32.0,1,26.5,5.3,39.8,104,392.2,68.9,12,0,17.0,60.0,0.83,X-Ray Tube Anode
2.6,6492.0,24553.0,105,27.7,43.9,7,4.74,0.31,0.24,40.9,26.2,0,30.0,5.8,28.9,77,408.8,86.4,8,0,54.7,188.0,0.46,Coolant Loop Unit
2.5,4937.0,14244.0,140,17.4,23.6,4,4.3,0.19,0.13,32.8,23.0,2,32.2,6.4,24.1,76,402.7,85.7,4,1,63.7,207.0,0.37,Coolant Loop Unit
1.6,3919.0,9919.0,94,5.9,27.8,2,4.32,0.14,0.07,35.4,27.1,1,35.6,6.9,26.1,71,407.4,92.2,7,0,77.0,267.0,0.23,Coolant Loop Unit
8.1,15525.0,44007.0,42,58.2,64.5,9,4.71,0.64,0.41,45.1,31.3,0,27.3,6.3,35.7,97,396.4,68.6,6,0,39.7,137.0,0.59,X-Ray Tube Anode
9.3,22276.0,57578.0,83,80.2,84.3,15,5.14,0.8,0.62,46.2,31.2,0,24.2,5.7,37.6,101,421.5,64.7,14,4,5.0,23.0,0.97,X-Ray Tube Anode
3.5,6419.0,17044.0,133,31.8,39.7,6,4.56,0.42,0.17,37.6,26.7,1,30.7,6.2,25.9,73,399.1,87.0,7,0,55.1,184.0,0.44,Coolant Loop Unit
0.7,1599.0,5032.0,105,16.2,33.0,2,4.35,0.23,0.13,38.9,27.2,3,29.0,6.6,24.7,69,399.5,97.8,2,1,63.8,213.0,0.34,Coolant Loop Unit
1.4,3379.0,9613.0,155,20.8,24.8,6,4.51,0.18,0.16,38.7,25.0,3,30.3,6.4,25.2,75,392.7,92.2,5,2,51.6,184.0,0.47,Coolant Loop Unit
11.6,28545.0,93454.0,28,98.0,85.2,19,5.22,1.01,0.84,56.5,33.0,3,21.9,5.4,43.5,117,399.0,59.3,16,4,5.0,22.0,0.94,X-Ray Tube Anode
3.9,9496.0,27352.0,26,34.3,35.3,6,4.48,0.36,0.33,43.4,26.9,2,28.1,7.0,25.9,71,393.1,86.9,5,0,50.9,166.0,0.49,X-Ray Tube Anode
9.3,22185.0,86762.0,116,93.5,85.9,20,5.39,0.92,0.74,48.4,31.8,3,25.6,4.4,40.2,107,417.3,64.7,17,4,5.0,17.0,0.94,X-Ray Tube Anode
7.7,18608.0,71806.0,49,65.0,71.8,15,5.18,0.76,0.55,45.6,31.4,0,26.1,5.9,35.1,95,385.6,70.4,15,0,17.9,66.0,0.83,X-Ray Tube Anode
4.9,9488.0,31788.0,149,36.4,39.6,6,4.63,0.52,0.38,43.5,25.3,0,30.4,5.7,30.1,88,381.4,82.1,4,2,44.4,152.0,0.55,Coolant Loop Unit
2.9,5728.0,17364.0,1,11.1,28.3,5,4.41,0.17,0.24,44.4,26.0,1,31.2,7.7,26.6,80,395.5,86.0,9,2,54.5,183.0,0.47,Coolant Loop Unit
1.9,3796.0,11661.0,92,19.7,27.9,4,4.55,0.31,0.24,38.9,25.2,1,29.1,6.8,27.2,80,402.9,100.0,4,2,56.9,190.0,0.43,Coolant Loop Unit
7.6,15629.0,48729.0,58,59.7,54.2,13,5.04,0.61,0.6,42.9,28.0,0,26.7,6.5,30.7,89,410.9,73.4,13,0,24.7,84.0,0.75,X-Ray Tube Anode
9.4,19525.0,70122.0,79,61.7,63.4,12,4.8,0.64,0.62,49.9,27.7,2,26.1,5.9,31.9,90,401.1,62.7,12,0,19.4,71.0,0.8,X-Ray Tube Anode
7.9,17242.0,54786.0,81,63.5,56.0,12,4.85,0.64,0.52,44.1,28.9,2,24.7,5.7,33.5,93,397.3,72.7,13,1,17.8,56.0,0.81,X-Ray Tube Anode
6.6,12616.0,47752.0,26,64.8,67.1,12,4.87,0.6,0.39,39.8,30.1,0,26.9,5.7,39.0,110,400.1,74.5,14,1,19.4,55.0,0.78,X-Ray Tube Anode
1.0,2244.0,8787.0,153,12.3,19.2,5,4.64,0.22,0.07,36.6,23.0,1,31.7,7.0,23.6,76,406.2,98.4,4,3,61.9,208.0,0.38,Coolant Loop Unit
11.6,22313.0,67026.0,77,95.4,78.9,20,5.42,0.97,0.6,51.2,29.1,1,21.0,5.2,36.8,99,390.6,59.2,17,4,5.0,19.0,0.96,X-Ray Tube Anode
9.7,19537.0,65274.0,161,79.2,76.4,15,5.22,0.78,0.64,47.4,28.7,2,25.1,5.3,38.7,102,407.9,66.4,17,3,5.0,20.0,0.97,X-Ray Tube Anode
3.9,8324.0,21997.0,72,31.8,44.1,7,4.64,0.44,0.19,40.8,26.9,1,29.4,5.4,28.6,85,385.1,77.3,5,0,53.6,177.0,0.47,Coolant Loop Unit
11.8,27747.0,77711.0,69,98.0,79.2,22,5.18,0.96,0.92,57.3,32.0,0,23.7,5.5,40.0,108,398.0,58.6,17,5,5.0,18.0,0.98,X-Ray Tube Anode
7.4,17201.0,53669.0,6,70.8,71.0,12,5.34,0.71,0.5,48.3,33.3,0,24.5,6.5,36.1,100,399.2,77.7,12,1,19.5,63.0,0.81,X-Ray Tube Anode
7.2,16209.0,45535.0,23,56.1,66.0,14,4.94,0.63,0.71,48.4,29.9,0,25.6,6.2,34.7,96,388.6,78.5,14,2,14.7,54.0,0.82,X-Ray Tube Anode
9.1,17378.0,66293.0,158,75.6,77.4,13,5.22,0.7,0.46,41.7,28.8,1,26.0,4.8,38.3,108,400.3,73.5,8,3,9.0,30.0,0.92,X-Ray Tube Anode
9.8,21470.0,58772.0,54,94.9,79.0,23,5.07,1.0,0.64,46.2,31.2,3,22.1,5.8,39.9,111,396.5,68.8,19,3,5.0,21.0,0.97,X-Ray Tube Anode
8.0,14982.0,47695.0,87,58.4,62.7,10,5.02,0.61,0.42,46.6,31.4,0,27.0,6.1,37.0,105,401.9,70.7,7,2,28.0,96.0,0.71,X-Ray Tube Anode
2.0,4073.0,13882.0,11,12.1,31.9,3,4.29,0.26,0.1,39.1,24.8,2,33.3,7.6,28.6,85,402.3,94.9,5,1,64.9,223.0,0.32,Coolant Loop Unit
4.4,9173.0,32452.0,159,30.8,32.3,8,4.37,0.44,0.38,40.5,27.6,0,25.6,6.6,27.3,79,403.0,83.5,7,0,52.7,177.0,0.44,Coolant Loop Unit
11.2,20423.0,62792.0,134,95.8,94.1,19,5.21,0.99,0.51,52.5,33.6,1,21.1,4.2,46.9,127,395.9,61.7,16,8,5.0,13.0,0.95,X-Ray Tube Anode
3.1,6141.0,23358.0,11,20.9,42.8,3,4.26,0.25,0.16,35.3,28.1,3,30.6,7.7,26.0,77,401.2,91.1,6,3,51.5,174.0,0.46,Detector Array
4.8,11801.0,39564.0,77,52.4,63.7,10,4.64,0.51,0.41,47.1,32.4,1,26.2,5.4,34.9,95,409.7,82.5,8,0,32.9,115.0,0.67,X-Ray Tube Anode
5.5,13495.0,42633.0,12,52.5,63.2,13,4.84,0.5,0.47,49.9,26.8,2,29.7,6.8,32.1,88,406.4,82.7,9,1,23.4,92.0,0.76,X-Ray Tube Anode
5.6,11365.0,29559.0,53,43.5,55.4,9,4.66,0.55,0.24,40.6,30.0,0,29.4,6.4,31.4,83,402.4,77.9,6,2,41.5,147.0,0.61,X-Ray Tube Anode
7.5,13816.0,44169.0,99,49.1,57.1,11,4.84,0.54,0.46,42.9,28.7,1,28.8,6.7,30.5,92,392.3,74.6,7,1,29.8,109.0,0.72,X-Ray Tube Anode
11.3,21844.0,81502.0,36,79.6,79.3,15,5.41,0.79,0.64,46.9,30.1,2,22.1,5.8,42.3,111,379.3,59.9,13,4,5.0,16.0,0.94,X-Ray Tube Anode
3.3,6780.0,23198.0,145,33.0,49.3,5,4.58,0.39,0.16,37.7,27.8,1,28.8,6.0,30.6,90,384.1,86.1,3,2,54.8,184.0,0.44,Coolant Loop Unit
1.9,4674.0,17519.0,28,10.8,30.8,7,3.99,0.25,0.11,40.7,28.2,0,31.6,6.6,25.8,74,405.1,95.2,5,1,62.3,201.0,0.4,Coolant Loop Unit
2.8,5262.0,17053.0,150,24.7,33.9,4,4.46,0.36,0.03,32.0,28.1,2,29.6,6.5,23.9,74,393.6,85.0,3,1,67.4,226.0,0.33,Coolant Loop Unit
10.7,24978.0,66883.0,102,98.0,86.1,20,5.56,1.0,0.85,48.3,29.3,2,23.2,5.0,37.5,105,389.8,60.7,18,3,5.0,10.0,0.96,X-Ray Tube Anode
7.9,14871.0,37483.0,7,65.5,73.8,13,4.97,0.72,0.53,47.7,29.7,2,27.7,6.4,40.5,107,394.8,71.3,11,2,16.7,61.0,0.86,X-Ray Tube Anode
3.8,9420.0,27835.0,15,32.8,33.3,6,4.82,0.4,0.2,41.1,27.4,0,29.7,6.9,25.9,79,398.9,90.1,6,1,55.2,187.0,0.43,X-Ray Tube Anode
9.9,20430.0,72466.0,139,90.4,87.2,19,5.35,0.93,0.66,55.4,32.4,0,22.7,4.4,47.0,127,400.7,64.0,15,9,5.0,10.0,0.97,X-Ray Tube Anode
10.4,24377.0,89839.0,24,96.4,96.6,20,5.08,0.98,0.65,45.2,33.6,1,20.4,5.3,43.6,116,394.1,62.2,18,3,5.0,20.0,0.94,X-Ray Tube Anode
10.2,20877.0,61455.0,30,98.0,92.7,25,5.39,0.98,0.68,49.6,30.8,1,25.5,5.3,40.4,110,407.3,66.5,20,5,5.0,19.0,0.91,X-Ray Tube Anode
11.1,24785.0,80388.0,66,86.2,90.2,18,5.28,0.91,0.67,53.3,31.7,1,24.0,5.2,42.4,115,398.3,60.6,14,4,5.0,11.0,0.93,X-Ray Tube Anode
3.4,6578.0,20602.0,61,45.7,55.8,8,4.91,0.53,0.2,39.7,26.7,0,27.6,6.3,32.8,89,398.0,84.7,7,0,46.8,167.0,0.51,X-Ray Tube Anode
9.2,17468.0,54427.0,78,68.9,58.9,13,5.3,0.68,0.49,45.3,26.6,0,27.9,5.8,34.2,95,392.6,74.1,7,1,24.5,80.0,0.78,X-Ray Tube Anode
5.8,14239.0,40539.0,41,58.7,67.7,13,5.04,0.66,0.38,45.7,28.2,2,24.4,5.9,35.9,105,415.6,81.5,8,1,24.4,86.0,0.75,X-Ray Tube Anode
10.2,24870.0,67264.0,82,94.6,81.9,20,5.4,0.96,0.83,51.4,30.4,1,25.9,4.9,37.6,103,398.7,62.4,20,5,5.0,16.0,0.94,X-Ray Tube Anode
8.9,21495.0,60079.0,51,73.4,70.3,14,5.18,0.79,0.7,52.8,29.3,1,26.3,6.9,32.6,90,404.3,67.5,14,2,8.1,36.0,0.95,X-Ray Tube Anode
9.4,21101.0,54503.0,172,80.2,72.4,14,5.14,0.82,0.62,44.9,29.4,0,28.1,4.9,40.5,119,401.4,62.6,14,3,5.0,22.0,0.93,X-Ray Tube Anode
8.0,19035.0,53244.0,95,73.2,66.6,14,4.86,0.8,0.64,44.5,31.5,1,25.6,6.3,39.3,106,410.0,71.6,12,3,5.8,14.0,0.93,X-Ray Tube Anode
2.5,4696.0,11804.0,13,20.2,32.8,3,4.45,0.28,0.05,35.2,24.6,0,31.4,6.9,25.7,70,393.2,92.9,7,1,64.0,227.0,0.36,Coolant Loop Unit
6.8,13768.0,47375.0,90,64.0,62.4,13,5.02,0.71,0.32,34.3,31.6,0,24.5,5.7,31.2,88,404.2,69.9,9,1,32.6,105.0,0.67,X-Ray Tube Anode
11.8,23879.0,71030.0,140,97.0,90.6,23,5.18,0.95,0.72,51.2,32.1,0,21.9,4.3,45.8,123,397.5,58.2,19,7,5.0,12.0,0.96,X-Ray Tube Anode
11.3,25323.0,100272.0,82,98.0,94.9,20,5.57,0.96,0.78,47.1,34.0,2,20.1,4.9,42.1,119,401.5,55.2,18,5,5.0,25.0,0.96,X-Ray Tube Anode
1.0,2042.0,5698.0,9,11.2,23.8,4,4.49,0.23,0.13,38.6,25.6,1,34.4,7.7,23.9,68,397.2,94.6,4,2,63.7,216.0,0.35,Coolant Loop Unit
2.4,4561.0,13768.0,48,5.0,17.8,2,4.05,0.13,0.02,36.0,22.8,0,33.0,7.1,21.3,66,415.3,91.1,3,0,82.2,281.0,0.14,Coolant Loop Unit
2.0,4468.0,13568.0,49,5.0,26.8,2,4.46,0.26,0.08,36.6,24.7,1,33.5,7.4,23.3,66,399.1,92.5,5,3,66.3,228.0,0.34,Coolant Loop Unit
